Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
36 - 45,None,1983,Male,White,Black or African American,Male,SHOPLIFT - THEFT,0,0,2016
46 - 55,None,1981,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
18 - 25,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
36 - 45,None,1993,Male,Two or More Races,White,Male,DISTURBANCE,0,0,2016
36 - 45,None,1981,Female,White,Hispanic,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,None,1984,Female,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
56 and Above,None,1981,Male,Hispanic,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
26 - 35,None,1990,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
18 - 25,None,1964,Male,White,American Indian or Alaska Native,Male,SUICIDE - CRITICAL,0,1,2016
18 - 25,None,1983,Male,White,Black or African American,Female,SHOPLIFT - THEFT,0,0,2016
18 - 25,None,1983,Male,White,White,Female,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2016
26 - 35,None,1993,Male,Two or More Races,Black or African American,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,Lethal Cutting Instrument,1977,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2016
18 - 25,None,1987,Male,Asian,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2016
36 - 45,None,1985,Male,Two or More Races,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2016
26 - 35,None,1990,Male,White,White,Male,THREATS - DV - NO ASSAULT,0,1,2016
56 and Above,None,1987,Male,Asian,Black or African American,Male,TRESPASS,0,0,2016
46 - 55,None,1981,Male,Hispanic,Multi-Racial,Female,TRESPASS,0,0,2016
36 - 45,None,1988,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2016
18 - 25,Lethal Cutting Instrument,1981,Male,White,White,Male,DISTURBANCE,0,1,2016
46 - 55,None,1962,Male,White,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2016
26 - 35,None,1973,Male,White,Unknown,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2016
26 - 35,None,1981,Male,Hispanic,Multi-Racial,Male,TRESPASS,0,0,2016
36 - 45,Lethal Cutting Instrument,1971,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2016
26 - 35,None,1962,Male,White,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1985,Male,Hispanic,Black or African American,Male,WARRANT - MISD PICKUP,0,0,2016
26 - 35,None,1986,Female,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
26 - 35,None,1987,Male,White,White,Male,TRESPASS,0,0,2016
36 - 45,None,1984,Male,White,White,Female,DISTURBANCE,0,0,2016
26 - 35,None,1973,Male,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2016
26 - 35,None,1990,Male,Native Hawaiian or Other Pacific Islander,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2016
18 - 25,None,1984,Male,White,White,Male,SHOTS HEARD - IN PROGRESS,0,1,2016
18 - 25,None,1974,Female,White,Black or African American,Male,TRESPASS,0,0,2016
36 - 45,None,1989,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2016
46 - 55,None,1984,Male,Two or More Races,White,Male,TRESPASS,0,0,2016
26 - 35,None,1978,Male,White,Asian,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,None,1976,Male,White,Asian,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,None,1972,Male,Hispanic,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2016
18 - 25,None,1990,Male,Native Hawaiian or Other Pacific Islander,Unknown,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2016
36 - 45,None,1992,Male,White,Black or African American,Male,DISTURBANCE,0,0,2016
36 - 45,None,1977,Male,White,American Indian or Alaska Native,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,1,2016
36 - 45,Lethal Cutting Instrument,1967,Male,White,American Indian or Alaska Native,Male,ARSON - REPORT,0,1,2016
26 - 35,None,1984,Female,White,White,Female,DISTURBANCE,0,0,2016
26 - 35,None,1991,Male,Hispanic,White,Female,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2016
26 - 35,None,1990,Male,Native Hawaiian or Other Pacific Islander,Unknown,Male,LIQUOR VIOLATIONS - ADULT,0,0,2016
26 - 35,None,1982,Male,White,Unknown,Male,SHOPLIFT - THEFT,0,1,2016
26 - 35,None,1972,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
18 - 25,Lethal Cutting Instrument,1991,Male,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,0,2016
26 - 35,None,1990,Male,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,1,2016
18 - 25,None,1990,Male,Native Hawaiian or Other Pacific Islander,Unknown,Male,LIQUOR VIOLATIONS - ADULT,0,0,2016
18 - 25,None,1990,Male,White,Black or African American,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,1,2016
18 - 25,None,1984,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2016
26 - 35,None,1977,Male,White,American Indian or Alaska Native,Female,"LEWD -  (EXPOSING, FLASHING)",0,0,2016
36 - 45,None,1992,Male,White,White,Female,AUTO RECOVERY,0,1,2016
18 - 25,None,1987,Male,Declined to Answer,Black or African American,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,0,2016
46 - 55,None,1992,Male,White,White,Male,AUTO RECOVERY,0,1,2016
26 - 35,None,1982,Male,White,White,Female,OBS - PURSE SNATCH - IP/JO - ROBBERY,0,0,2016
36 - 45,None,1976,Female,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
18 - 25,None,1976,Female,Two or More Races,White,Male,WARRANT - MISD PICKUP,0,1,2016
36 - 45,None,1991,Male,White,Black or African American,Male,TRESPASS,0,0,2016
36 - 45,None,1977,Male,Asian,White,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
26 - 35,None,1987,Male,Two or More Races,Unknown,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,0,2016
36 - 45,None,1978,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
18 - 25,None,1988,Male,Two or More Races,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
36 - 45,None,1987,Male,Two or More Races,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1967,Male,White,White,Male,TRESPASS,0,0,2016
26 - 35,Lethal Cutting Instrument,1987,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
26 - 35,None,1968,Male,Black or African American,Hispanic,Male,ASLT - DV CRITICAL,0,1,2016
26 - 35,None,1989,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
36 - 45,None,1971,Male,White,American Indian or Alaska Native,Female,SHOPLIFT - THEFT,0,0,2016
46 - 55,None,1976,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
36 - 45,Handgun,1987,Male,White,American Indian or Alaska Native,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2016
18 - 25,None,1986,Male,White,Black or African American,Male,AUTO RECOVERY,0,0,2016
18 - 25,None,1994,Male,Black or African American,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
46 - 55,None,1986,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2016
26 - 35,None,1983,Male,Two or More Races,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
26 - 35,None,1987,Male,Two or More Races,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1979,Male,White,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,0,1,2016
18 - 25,None,1978,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
36 - 45,None,1987,Male,White,American Indian or Alaska Native,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
26 - 35,None,1989,Female,Two or More Races,Black or African American,Male,AUTO RECOVERY,0,0,2016
18 - 25,None,1988,Male,Black or African American,Black or African American,Female,FRAUD,0,0,2016
36 - 45,None,1986,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
46 - 55,None,1976,Male,White,Black or African American,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2016
18 - 25,None,1988,Male,Black or African American,Black or African American,Male,FRAUD,0,0,2016
46 - 55,None,1974,Male,White,White,Male,ASLT - DV CRITICAL,0,0,2016
18 - 25,None,1994,Male,Black or African American,Hispanic,Male,ORDER - CRITICAL VIOLATION OF DV COURT ORDER,0,0,2016
26 - 35,None,1991,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2016
26 - 35,None,1987,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1988,Male,Black or African American,Black or African American,Male,FRAUD,0,0,2016
18 - 25,None,1976,Female,Two or More Races,White,Male,TRAFFIC - MOVING VIOLATION,0,0,2016
36 - 45,None,1988,Male,Declined to Answer,White,Male,TRESPASS,0,0,2016
26 - 35,None,1987,Male,White,Multi-Racial,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1981,Male,White,Black or African American,Male,DISTURBANCE,0,0,2016
18 - 25,None,1984,Male,Asian,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2016
46 - 55,None,1979,Male,White,Black or African American,Male,DISTURBANCE,0,0,2016
26 - 35,None,1984,Male,Asian,White,Female,"LEWD -  (EXPOSING, FLASHING)",0,0,2016
18 - 25,None,1993,Male,Two or More Races,White,Male,TRESPASS,0,0,2016
18 - 25,None,1973,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,Lethal Cutting Instrument,1961,Male,White,American Indian or Alaska Native,Male,TRESPASS,0,1,2016
36 - 45,None,1985,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
56 and Above,None,1976,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
36 - 45,None,1987,Male,White,White,Male,DISTURBANCE,0,0,2016
26 - 35,None,1993,Male,Two or More Races,White,Male,TRESPASS,0,0,2016
18 - 25,None,1993,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2016
26 - 35,None,1981,Male,White,White,Female,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2016
18 - 25,None,1973,Male,White,Black or African American,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
46 - 55,None,1987,Male,White,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
36 - 45,None,1987,Male,Hispanic,White,Male,OBS - PROWLER - IP/JO,0,0,2016
46 - 55,None,1982,Male,Two or More Races,Unknown,Female,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2016
26 - 35,None,1993,Male,White,White,Male,DISTURBANCE - DV CRITICAL,0,0,2016
36 - 45,None,1974,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2016
26 - 35,None,1982,Male,White,White,Male,NUISANCE,0,0,2016
56 and Above,None,1992,Female,Two or More Races,Hispanic,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
36 - 45,None,1974,Male,White,White,Male,DISTURBANCE,0,0,2016
18 - 25,None,1965,Male,Asian,Black or African American,Male,DISTURBANCE,0,0,2016
46 - 55,None,1985,Male,White,Hispanic,Male,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",0,0,2016
18 - 25,None,1986,Female,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
26 - 35,None,1984,Male,Two or More Races,Black or African American,Male,DISTURBANCE - DV - NO ASLT,0,1,2016
26 - 35,None,1992,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2016
18 - 25,None,1984,Male,Two or More Races,Black or African American,Female,DISTURBANCE - DV - NO ASLT,0,0,2016
56 and Above,None,1993,Male,White,White,Male,TRESPASS,0,0,2016
36 - 45,None,1991,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
46 - 55,None,1992,Male,White,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,1,2016
36 - 45,None,1992,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2016
36 - 45,None,1973,Male,White,Asian,Female,ASLT - DV CRITICAL,0,0,2016
26 - 35,None,1984,Male,White,Unknown,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,1,2016
36 - 45,None,1984,Male,Two or More Races,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
56 and Above,None,1992,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2016
36 - 45,None,1986,Male,White,Black or African American,Female,AUTO RECOVERY,0,0,2016
36 - 45,None,1985,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
36 - 45,None,1965,Male,Asian,White,Female,SHOPLIFT - THEFT,0,0,2016
46 - 55,None,1982,Male,White,Asian,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
36 - 45,None,1990,Male,White,White,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2016
36 - 45,None,1963,Male,Black or African American,Black or African American,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
18 - 25,None,1986,Male,White,Black or African American,Male,FIGHT - PHYSICAL (NO WEAPONS),0,1,2016
26 - 35,None,1992,Male,White,White,Male,FRAUD,0,0,2016
18 - 25,None,1977,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
26 - 35,None,1979,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
36 - 45,None,1989,Male,White,Unknown,Male,DISTURBANCE,0,0,2016
26 - 35,None,1967,Male,White,White,Female,TRESPASS,0,0,2016
26 - 35,None,1968,Male,Black or African American,White,Male,OBS - ARSON - IP/JO,0,0,2016
26 - 35,None,1986,Male,White,White,Male,AUTO RECOVERY,0,1,2016
36 - 45,None,1985,Male,White,White,Male,"ASLT - MOLESTED ADULT (GROPED, FONDLED, ETC.)",0,0,2016
36 - 45,None,1985,Male,White,White,Male,TRESPASS,0,0,2016
26 - 35,None,1990,Male,White,White,Female,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2016
36 - 45,None,1974,Male,White,White,Male,WARRANT - MISD PICKUP,0,1,2016
26 - 35,None,1977,Male,White,Asian,Male,TRESPASS,0,0,2016
36 - 45,None,1974,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
46 - 55,None,1993,Male,Two or More Races,Asian,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2016
26 - 35,None,1981,Male,White,White,Female,BURG - OCCUPIED RESD,0,0,2016
36 - 45,None,1985,Male,Black or African American,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2016
18 - 25,None,1974,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
26 - 35,None,1967,Male,White,Black or African American,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,0,2016
36 - 45,None,1970,Male,Black or African American,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
26 - 35,None,1982,Male,Two or More Races,Unknown,Male,TRESPASS,0,0,2016
46 - 55,None,1984,Male,White,Multi-Racial,Female,TRESPASS,0,0,2016
46 - 55,None,1970,Male,Black or African American,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
46 - 55,None,1984,Male,White,Black or African American,Male,TRESPASS,0,0,2016
26 - 35,None,1969,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2016
36 - 45,None,1983,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
26 - 35,None,1993,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2016
18 - 25,None,1985,Male,Two or More Races,White,Male,DISTURBANCE,0,0,2016
46 - 55,None,1988,Male,Two or More Races,White,Male,BURG - OCCUPIED RESD,0,0,2016
26 - 35,None,1988,Male,White,White,Female,BURG - OCCUPIED RESD,0,0,2016
18 - 25,None,1993,Male,White,White,Female,WARRANT - FELONY PICKUP,0,1,2016
26 - 35,None,1979,Female,White,White,Female,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
26 - 35,None,1958,Male,Native Hawaiian or Other Pacific Islander,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,0,2016
36 - 45,None,1983,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2016
36 - 45,Lethal Cutting Instrument,1990,Male,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
46 - 55,Lethal Cutting Instrument,1965,Male,Asian,Black or African American,Male,CHILD - IP/JO - LURING,0,1,2016
26 - 35,None,1983,Male,White,White,Male,BURG - OCCUPIED RESD,0,0,2016
26 - 35,None,1992,Female,White,White,Male,SHOPLIFT - THEFT,0,0,2016
46 - 55,None,1989,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2016
26 - 35,None,1979,Female,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
46 - 55,None,1979,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2016
26 - 35,None,1979,Male,Declined to Answer,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
18 - 25,None,1986,Female,White,White,Male,PROPERTY - DAMAGE,0,0,2016
26 - 35,None,1992,Female,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
36 - 45,None,1991,Male,White,Hispanic,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2016
36 - 45,None,1988,Male,Declined to Answer,Unknown,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,0,2016
18 - 25,None,1987,Male,Two or More Races,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
26 - 35,None,1987,Female,White,White,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2016
36 - 45,None,1993,Male,Two or More Races,White,Male,FRAUD,0,0,2016
36 - 45,None,1965,Male,Asian,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
36 - 45,None,1987,Female,White,Black or African American,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
18 - 25,None,1954,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
18 - 25,Handgun,1983,Male,White,Black or African American,Male,WARRANT - FELONY PICKUP,0,1,2016
36 - 45,None,1983,Male,White,Black or African American,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2016
18 - 25,None,1986,Male,White,Multi-Racial,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
36 - 45,None,1974,Male,White,Black or African American,Unable to Determine,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
36 - 45,None,1961,Male,White,Asian,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
46 - 55,None,1976,Female,White,White,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2016
18 - 25,None,1992,Female,Two or More Races,Unknown,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,0,2016
26 - 35,None,1975,Male,White,Multi-Racial,Male,ASLT - CRITICAL (NO SHOOTINGS),0,0,2016
56 and Above,None,1986,Male,White,White,Male,DISTURBANCE,0,0,2016
36 - 45,None,1973,Male,White,Black or African American,Female,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,0,2016
18 - 25,None,1990,Male,White,Hispanic,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
18 - 25,None,1991,Male,White,Black or African American,Male,TRESPASS,0,1,2016
36 - 45,None,1988,Male,White,Black or African American,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,1,2016
26 - 35,None,1987,Male,White,Black or African American,Male,SHOTS HEARD - IN PROGRESS,0,1,2016
36 - 45,None,1987,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
56 and Above,None,1987,Male,Asian,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2016
26 - 35,None,1974,Male,White,White,Male,DISTURBANCE,0,0,2016
36 - 45,None,1986,Male,White,White,Female,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,0,2016
26 - 35,None,1988,Male,White,White,Male,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2016
46 - 55,Lethal Cutting Instrument,1971,Male,American Indian or Alaska Native,Black or African American,Male,DISTURBANCE - DV CRITICAL,0,0,2016
18 - 25,None,1986,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2016
26 - 35,None,1981,Male,White,White,Female,TRESPASS,0,0,2016
18 - 25,None,1989,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2016
26 - 35,None,1987,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,0,2016
26 - 35,None,1962,Male,White,White,Male,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",0,0,2016
26 - 35,None,1983,Male,White,Black or African American,Male,DISTURBANCE,0,1,2016
18 - 25,None,1988,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2016
26 - 35,None,1981,Male,White,Unknown,Male,TRESPASS,0,0,2016
26 - 35,None,1981,Male,White,White,Male,TRESPASS,0,0,2016
26 - 35,None,1986,Female,White,Multi-Racial,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
46 - 55,None,1977,Male,White,Hispanic,Male,DISTURBANCE,0,0,2016
36 - 45,None,1982,Male,Two or More Races,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,0,2016
26 - 35,None,1987,Male,White,White,Female,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,1,2016
26 - 35,None,1992,Male,White,Black or African American,Male,DISTURBANCE,0,0,2016
36 - 45,None,1984,Male,Two or More Races,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,0,2016
26 - 35,None,1990,Male,White,Black or African American,Male,AUTO RECOVERY,0,0,2016
18 - 25,None,1982,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,0,2016
26 - 35,None,1983,Male,White,White,Male,SUICIDE - SUICIDAL PERSON AND ATTEMPTS,0,1,2016
26 - 35,Lethal Cutting Instrument,1991,Female,Black or African American,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2016
26 - 35,None,1990,Male,White,White,Male,AUTO RECOVERY,0,0,2016
36 - 45,None,1990,Male,White,White,Male,ASLT - WITH OR W/O WPNS (NO SHOOTINGS),0,1,2016
18 - 25,None,1985,Male,White,White,Female,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
26 - 35,None,1992,Female,Two or More Races,White,Female,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,0,2016
26 - 35,None,1985,Female,White,White,Male,PROPERTY - DAMAGE,0,0,2016
18 - 25,None,1985,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,0,2016
18 - 25,None,1986,Male,White,White,Male,SHOPLIFT - THEFT,0,0,2016
36 - 45,None,1973,Male,White,American Indian or Alaska Native,Female,OBS - FIGHT - VERBAL/ORAL (NO WEAPONS),0,0,2016
